From,To,Fare
Mirpur-11 3/2,Press Club,31
Mirpur-11 3/2,Rai Saheb Bazar,46
Mirpur-11 3/2,Stadium,32
Mirpur-11 3/2,TITI,35
Mirpur-11 3/2,Victoria Park,80
Mirpur-12,Abdullahpur,22
Mirpur-12,Agargaon,33
Mirpur-12,Airport,16
Mirpur-12,Aramabag,39
Mirpur-12,Asadgate,29
Mirpur-12,Azimpur,48
Mirpur-12,Babu Bazar Bridge,44
Mirpur-12,Bangabandhu College,10
Mirpur-12,Bekali Hotel,10
Mirpur-12,Bijoy Shoroni,20
Mirpur-12,Bijoy Smroni,20
Mirpur-12,Chashada Buss Stand,63
Mirpur-12,College Gate,36
Mirpur-12,Dainik Bangla,34
Mirpur-12,Dakeswari Temple,34
Mirpur-12,Dayabari,36
Mirpur-12,Dhanmondi,24
Mirpur-12,Dhour,38
Mirpur-12,Duaripara,10
Mirpur-12,Farmgate,30
Mirpur-12,Gulistan,40
Mirpur-12,ISBI Chattar,14
Mirpur-12,ISBI Moor,11
Mirpur-12,Jatrabari,80
Mirpur-12,Kachpur Bridge,95
Mirpur-12,Kakoli,15
Mirpur-12,Kalabagan,27
Mirpur-12,Kalapani,10
Mirpur-12,Kallshi,10
Mirpur-12,Kamarpara,29
Mirpur-12,Kamlapur,40
Mirpur-12,Kazipara,26
Mirpur-12,Kurmitola General Hospital,14
Mirpur-12,Malibagh,28
Mirpur-12,Manikmia Avenue,39
Mirpur-12,Mawa Ferry Ghat,100
Mirpur-12,Mayor Mohd Hanif Flyover,31
Mirpur-12,Mirpur 11.5,10
Mirpur-12,Mirpur Rupnagar,10
Mirpur-12,Mirpur-1,17
Mirpur-12,Mirpur-10,22
Mirpur-12,Mirpur-11,11
Mirpur-12,Mirpur-2,14
Mirpur-12,Moghbazar,26
Mirpur-12,Mohakhali,16
Mirpur-12,Motijheel,39
Mirpur-12,Narayanganj,76
Mirpur-12,Narayanganj Link Road,52
Mirpur-12,New Market,32
Mirpur-12,Original Dash,11
Mirpur-12,Palton,33
Mirpur-12,Press Club,31
Mirpur-12,Purabi,10
Mirpur-12,Sainboard,66
Mirpur-12,Sayedabad,83
Mirpur-12,Shahbag,26
Mirpur-12,Shahbagh,26
Mirpur-12,Shapla Chattar,37
Mirpur-12,Shewra Para,29
Mirpur-12,Shismela,38
Mirpur-12,Shonir Akhra,44
Mirpur-12,Shyamoli,22
Mirpur-12,Sukrabad,26
Mirpur-12,Technical,19
Mirpur-12,Tikatuli,30
Mirpur-12,Zippo,30
Mirpur-14,Asadgate,22
Mirpur-14,Asholia,60
Mirpur-14,Baipail,92
Mirpur-14,Bangla College,13
Mirpur-14,Basabo,53
Mirpur-14,Chandra,108
Mirpur-14,Dhaor,40
Mirpur-14,Dhour,42
Mirpur-14,Eastern Housing,22
Mirpur-14,Epijed,96
Mirpur-14,Fantasy,69
Mirpur-14,Fantasy Kingdom,66
Mirpur-14,Farmgate,16
Mirpur-14,Gabtoli,17
Mirpur-14,Gulistan,26
Mirpur-14,Hemayetpur,35
Mirpur-14,Jirab,56
Mirpur-14,Jirani,97
Mirpur-14,Kalabagan,25
Mirpur-14,Kamlapur,48
Mirpur-14,Kawran Bazar,17
Mirpur-14,Khilgaon Railgate,53
Mirpur-14,Khilgaon Taltola,63
Mirpur-14,Kochukhet,10
Mirpur-14,Mirpur-1,11
Mirpur-14,Mirpur-10,10
Mirpur-14,Mirpur-2,10
Mirpur-14,Motijheel,33
Mirpur-14,Nabinagar,75
Mirpur-14,Nandan Park,105
Mirpur-14,Priyangon Gate,12
Mirpur-14,Savar,65
Mirpur-14,Science Lab,29
Mirpur-14,Shahbagh,22
Mirpur-14,Shapla Chattar,42
Mirpur-14,Shyamoli,14
Mirpur-14,Sukrabad,23
Mirpur-14,Technical,14
Mirpur-14,Vashantek,10
Mirpur-2,Abdullahpur,35
Mirpur-2,Agargaon,11
Mirpur-2,Airport,29
Mirpur-2,Asad Avenue,19
Mirpur-2,Badda,30
Mirpur-2,Badda Link Road,30
Mirpur-2,Badda Link Road/Middle Badda,47
Mirpur-2,Banani,16
Mirpur-2,Banglamotor,20
Mirpur-2,Beraid,47
Mirpur-2,Bochila,28
Mirpur-2,Bonshree,51
Mirpur-2,Bosila,24
Mirpur-2,Chidriyakhana,10
Mirpur-2,Chiriyakhana,10
Mirpur-2,Cine Cinema Hall,10
Mirpur-2,Dayabari,22
Mirpur-2,Dhour,66
Mirpur-2,Epijed,75
Mirpur-2,Farmgate,16
Mirpur-2,Gabtoli,11
Mirpur-2,Gabtoli Bridge Para,12
Mirpur-2,Gazipur,56
Mirpur-2,Gulshan-1,33
Mirpur-2,Hemayetpur,29
Mirpur-2,ISBI Chattar,22
Mirpur-2,Ikuria,48
Mirpur-2,Jasimuddin,32
Mirpur-2,Jatrabari,65
Mirpur-2,Kakoli,25
Mirpur-2,Kallshi,14
Mirpur-2,Kallshi Mor,12
Mirpur-2,Kalshi Moor,16
Mirpur-2,Kalyanpur,11
Mirpur-2,Kamarpara,41
Mirpur-2,Kamlapur,29
Mirpur-2,Kazipara,10
Mirpur-2,Khilkhet,22
Mirpur-2,Kochukhet,12
Mirpur-2,Kuril Bishwa Road,37
Mirpur-2,Kuril Flyover,20
Mirpur-2,Malibagh,40
Mirpur-2,Malibagh Chowdhuri Para,43
Mirpur-2,Malibagh Chowdhury Para,43
Mirpur-2,Meradiya Bazar,65
Mirpur-2,Mirpur-1,10
Mirpur-2,Mirpur-10,10
Mirpur-2,Mirpur-11,10
Mirpur-2,Mirpur-12,14
Mirpur-2,Mirpur-14,10
Mirpur-2,Mirpur-6,10
Mirpur-2,Moghbazar,37
Mirpur-2,Moh. Zillur Rahman Flyover,10
Mirpur-2,Mohakhali,29
Mirpur-2,Mohakhali Amtoli,26
Mirpur-2,Motijheel,46
Mirpur-2,Mouchak,25
Mirpur-2,Mugda,44
Mirpur-2,Nabinagar,60
Mirpur-2,Narayanganj Link Road,62
Mirpur-2,Notun Bazar,33
Mirpur-2,Palton,43
Mirpur-2,Postogola Bridge,44
Mirpur-2,Purabi,20
Mirpur-2,Rampura,46
Mirpur-2,Savar,80
Mirpur-2,Sayedabad,49
Mirpur-2,Senic Club,14
Mirpur-2,Shewra Bazar,24
Mirpur-2,Shewra Para,10
Mirpur-2,Shonir Akhra,54
Mirpur-2,Shyamoli,19
Mirpur-2,Staff Quarter,66
Mirpur-2,Technical,11
Mirpur-2,Uttara,25
Mirpur-6,Bonshree,48
Mirpur-6,Gabtoli,14
Mirpur-6,Hemayetpur,32
Mirpur-6,ISBI Chattar,13
Mirpur-6,Kalshi Moor,10
Mirpur-6,Kuril Bishwa Road,28
Mirpur-6,Meradiya Bazar,49
Mirpur-6,Mirpur-1,11
Mirpur-6,Mirpur-11,10
Mirpur-6,Mirpur-2,10
Mirpur-6,Rampura,43
Mirpur-6,Staff Quarter,63
Mirpur-6,Technical,14
Moghbazar,Abdullahpur,41
Moghbazar,Agargaon,11
Moghbazar,Airport,34
Moghbazar,Asad Gate,12
Moghbazar,Asadgate,11
Moghbazar,Bagher Bazar,56
Moghbazar,Banani,10
Moghbazar,Bangla Motor,10
Moghbazar,Bangladesh Bank,14
Moghbazar,Banglamotor,10
Moghbazar,Barmi,80
Moghbazar,Basabo,10
Moghbazar,Bijoy Nagar,10
Moghbazar,Bochila,30
Moghbazar,Chandra,115
Moghbazar,Chiriyakhana,31
Moghbazar,College Gate,20
Moghbazar,Dayabari,68
Moghbazar,Demra Staff Quarter,35
Moghbazar,Epijed,94
Moghbazar,Fakirapool,10
Moghbazar,Fantasy Kingdom,80
Moghbazar,Farmgate,12
Moghbazar,Fulbaria,12
Moghbazar,Gabtoli,28
Moghbazar,Gazipur,92
Moghbazar,Gazipur Chowrasta,59
Moghbazar,Gulistan (Hanif Flyover),10
Moghbazar,Gulshan-1,10
Moghbazar,Gulshan-2,10
Moghbazar,Hotapara,47
Moghbazar,House Building,10
Moghbazar,ISBI Chattar,13
Moghbazar,Ikuria,26
Moghbazar,Jagannath University,17
Moghbazar,Janpath,13
Moghbazar,Jatrabari,18
Moghbazar,Kakoli,22
Moghbazar,Kakrail,10
Moghbazar,Kallshi Moor,19
Moghbazar,Kalyanpur,22
Moghbazar,Kamar Para,46
Moghbazar,Kamarpara,10
Moghbazar,Kamlapur,10
Moghbazar,Kamlapur (Pirojganj Mazar),10
Moghbazar,Kamlapur Station,16
Moghbazar,Kapasia,53
Moghbazar,Kazipara,18
Moghbazar,Khilgaon Flyover,10
Moghbazar,Konabari,94
Moghbazar,Madanpur,46
Moghbazar,Malibagh,10
Moghbazar,Maona Chowrasta,61
Moghbazar,Meradiya Bazar,13
Moghbazar,Mirpur-1,38
Moghbazar,Mirpur-10,20
Moghbazar,Mirpur-12,26
Moghbazar,Mirpur-2,37
Moghbazar,Moh. Zillur Rahman Flyover,10
Moghbazar,Mohakhali,16
Moghbazar,Mohammadpur,15
Moghbazar,Motijheel,11
Moghbazar,Mouchak,10
Moghbazar,Mugda,10
Moghbazar,Nabinagar,65
Moghbazar,Nabisco,10
Moghbazar,Narayanganj Link Road,46
Moghbazar,Nilkhet,10
Moghbazar,Notre Dame College,15
Moghbazar,Notun Bazar,22
Moghbazar,Original Dash,29
Moghbazar,Palton,14
Moghbazar,Pirojgaji Majar,16
Moghbazar,Postogola Bridge,22
Moghbazar,Purabi,29
Moghbazar,Rajabari,47
Moghbazar,Rajarbag,10
Moghbazar,Rajendrapur,38
Moghbazar,Rajendrapur Bazar,46
Moghbazar,Rajendrapur Chowrasta,38
Moghbazar,Rampura,10
Moghbazar,Sainboard,30
Moghbazar,Satorasta,10
Moghbazar,Savar,63
Moghbazar,Sayedabad,16
Moghbazar,Shewra,10
Moghbazar,Shewra Para,16
Moghbazar,Shonir Akhra,19
Moghbazar,Shyalbari,39
Moghbazar,Sifipur,100
Moghbazar,Sreepur,70
Moghbazar,Stadium,12
Moghbazar,Tingi,46
Moghbazar,Tongi,50
Moh. Zillur Rahman Flyover,Badda,11
Moh. Zillur Rahman Flyover,Chidriyakhana,17
Moh. Zillur Rahman Flyover,Chiriyakhana,17
Moh. Zillur Rahman Flyover,Cine Cinema Hall,10
Moh. Zillur Rahman Flyover,Fakirapool,21
Moh. Zillur Rahman Flyover,Jatrabari,56
Moh. Zillur Rahman Flyover,Kakoli,10
Moh. Zillur Rahman Flyover,Kakrail,17
Moh. Zillur Rahman Flyover,Kallshi,10
Moh. Zillur Rahman Flyover,Kallshi Moor,10
Moh. Zillur Rahman Flyover,Kamlapur (Pirojganj Mazar),26
Moh. Zillur Rahman Flyover,Kuril Flyover,10
Moh. Zillur Rahman Flyover,Malibagh,12
Moh. Zillur Rahman Flyover,Malibagh Chowdhuri Para,29
Moh. Zillur Rahman Flyover,Malibagh Chowdhury Para,29
Moh. Zillur Rahman Flyover,Mirpur-10,10
Moh. Zillur Rahman Flyover,Mirpur-11,10
Moh. Zillur Rahman Flyover,Mirpur-2,10
Moh. Zillur Rahman Flyover,Moghbazar,10
Moh. Zillur Rahman Flyover,Mohakhali,10
Moh. Zillur Rahman Flyover,Mugda,30
Moh. Zillur Rahman Flyover,Notun Bazar,11
Moh. Zillur Rahman Flyover,Original Dash,18
Moh. Zillur Rahman Flyover,Purabi,17
Moh. Zillur Rahman Flyover,Rampura,19
Moh. Zillur Rahman Flyover,Satorasta,10
Moh. Zillur Rahman Flyover,Sayedabad,32
Moh. Zillur Rahman Flyover,Shyalbari,24
Mohakhali,Abdullahpur,32
Mohakhali,Agargaon,10
Mohakhali,Airport,23
Mohakhali,Amin Bazar,29
Mohakhali,Amuliya Staff Quarter,61
Mohakhali,Asadgate,11
Mohakhali,Asholia,55
Mohakhali,Azampur,26
Mohakhali,Azimpur,22
Mohakhali,Babu Bazar Bridge,22
Mohakhali,Badda Link Road,10
Mohakhali,Bagher Bazar,48
Mohakhali,Baipail,30
Mohakhali,Banani,10
Mohakhali,Bangla Motor,10
Mohakhali,Bangladesh Bank,29
Mohakhali,Barmi,70
Mohakhali,Bashundra,16
Mohakhali,Bijoy Nagar,10
Mohakhali,Bishwaroad,10
Mohakhali,Board Bazar,46
Mohakhali,Bonshree,80
Mohakhali,Bonshree (Meradiya),13
Mohakhali,Bonshri,26
Mohakhali,Chandra,103
Mohakhali,Cherag Ali,37
Mohakhali,Chowrasta,57
Mohakhali,City College,16
Mohakhali,Dayabari,58
Mohakhali,Dhakeshwari Etimkhana,40
Mohakhali,Dhour,47
Mohakhali,Fakirapool,10
Mohakhali,Fantasy Kingdom,69
Mohakhali,Farmgate,12
Mohakhali,Fulbaria,22
Mohakhali,Gabtoli,31
Mohakhali,Gazipur,74
Mohakhali,Gazipur Chowrasta,49
Mohakhali,Gulistan (Hanif Flyover),10
Mohakhali,Gulshan-1,27
Mohakhali,Gulshan-2,10
Mohakhali,Hemayetpur,48
Mohakhali,Hotapara,38
Mohakhali,House Building,16
Mohakhali,Housing Building,35
Mohakhali,ISBI Chattar,11
Mohakhali,Jagannath University,29
Mohakhali,Japan Garden City,20
Mohakhali,Jatrabari,29
Mohakhali,Kakoli,10
Mohakhali,Kakrail,20
Mohakhali,Kalabagan,20
Mohakhali,Kallshi Moor,16
Mohakhali,Kalyanpur,16
Mohakhali,Kamar Para,34
Mohakhali,Kamarpara,29
Mohakhali,Kamlapur (Pirojganj Mazar),16
Mohakhali,Kamlapur Station,30
Mohakhali,Kapasia,51
Mohakhali,Keraniganj (New Jail),82
Mohakhali,Khilkhet,22
Mohakhali,Konabari,80
Mohakhali,Kuril Bishwa Road,22
Mohakhali,Kuril Bishwaroad,22
Mohakhali,Madanpur,69
Mohakhali,Malibagh,20
Mohakhali,Manik Mia,11
Mohakhali,Maona Chowrasta,52
Mohakhali,Middle Badda,12
Mohakhali,Mirpur-1,30
Mohakhali,Mirpur-10,16
Mohakhali,Mirpur-12,16
Mohakhali,Mirpur-2,29
Mohakhali,Moghbazar,16
Mohakhali,Moh. Zillur Rahman Flyover,10
Mohakhali,Mohammadpur,17
Mohakhali,Mohammadpur Shia Mosque,20
Mohakhali,Motijheel,22
Mohakhali,Mouchak,10
Mohakhali,Nabinagar (Savar),80
Mohakhali,Nabisco,10
Mohakhali,Narayanganj Link Road,38
Mohakhali,Narsha,18
Mohakhali,New Airport,25
Mohakhali,New Market,10
Mohakhali,Nilkhet,26
Mohakhali,Notre Dame College,28
Mohakhali,Notun Bazar,14
Mohakhali,Original Dash,26
Mohakhali,Palashi,22
Mohakhali,Palton,26
Mohakhali,Pirojgaji Majar,31
Mohakhali,Press Club,18
Mohakhali,Purabi,26
Mohakhali,Rajabari,43
Mohakhali,Rajendrapur,29
Mohakhali,Rajendrapur Bazar,38
Mohakhali,Rajendrapur Chowrasta,29
Mohakhali,Rajlakhi,28
Mohakhali,Rampura,19
Mohakhali,Rampura Bridge,11
Mohakhali,Rasel Square,16
Mohakhali,Reinbow,10
Mohakhali,Sainboard,32
Mohakhali,Satorasta,10
Mohakhali,Savar,64
Mohakhali,Sayedabad,29
Mohakhali,Science Lab,12
Mohakhali,Shahbag,15
Mohakhali,Shahbagh,10
Mohakhali,Shewra,10
Mohakhali,Shigomela,14
Mohakhali,Shonir Akhra,29
Mohakhali,Shyalbari,33
Mohakhali,Shyamoli,18
Mohakhali,Shyamoli Ring Road,10
Mohakhali,Sifipur,88
Mohakhali,Sonargaon,10
Mohakhali,Sreepur,60
Mohakhali,Stadium,22
Mohakhali,Staffroad,10
Mohakhali,Technical,22
Mohakhali,Tingi,29
Mohakhali,Titumi'r College,10
Mohakhali,Tongi,41
Mohakhali,Tongi Bazar,29
Mohakhali,Town Hall,14
Mohakhali,Uttara,28
Mohakhali Amtoli,Badda Link Road,10
Mohakhali Amtoli,Badda Link Road/Middle Badda,10
Mohakhali Amtoli,Banani,10
Mohakhali Amtoli,Beraid,26
Mohakhali Amtoli,Gabtoli Bridge Para,42
Mohakhali Amtoli,Gulshan-1,10
Mohakhali Amtoli,ISBI Chattar,10
Mohakhali Amtoli,Kakoli,10
Mohakhali Amtoli,Kallshi,10
Mohakhali Amtoli,Kochukhet,22
Mohakhali Amtoli,Meradiya Bazar,29
Mohakhali Amtoli,Mirpur-1,30
Mohakhali Amtoli,Mirpur-10,22
Mohakhali Amtoli,Mirpur-11,20
Mohakhali Amtoli,Mirpur-2,26
Mohakhali Amtoli,Notun Bazar,10
Mohakhali Amtoli,Purabi,16
Mohakhali Amtoli,Senic Club,11
Mohakhali Amtoli,Technical,37
Mohammadpur,Airport,37
Mohammadpur,Asad Gate,10
Mohammadpur,Asadgate,10
Mohammadpur,Ati Bazar,12
Mohammadpur,Azimpur,10
Mohammadpur,Banglamotor,10
Mohammadpur,Basabo,25
Mohammadpur,Bashundra,32
Mohammadpur,Bisila,10
Mohammadpur,Bochila,10
Mohammadpur,Bosila,10
Mohammadpur,Demra Bridge,72
Mohammadpur,Demra Staff Quarter,60
Mohammadpur,Dhaka City College,10
Mohammadpur,Dhanmondi,13
Mohammadpur,Dhanmondi-15,10
Mohammadpur,Dhaor Moor,76
Mohammadpur,Dhopekhola,26
Mohammadpur,Dhour,65
Mohammadpur,Diayabari (Beribadh),23
Mohammadpur,Farmgate,10
Mohammadpur,Gabtoli,10
Mohammadpur,Ghatachar,15
Mohammadpur,Gulistan,26
Mohammadpur,Gulshan-1,22
Mohammadpur,Hanif Flyover,28
Mohammadpur,Housing Building,50
Mohammadpur,Jigatola,13
Mohammadpur,Jirab,69
Mohammadpur,Kachpur,44
Mohammadpur,Kakoli,20
Mohammadpur,Kakrail,31
Mohammadpur,Kamaranjirchar (Beribadh),23
Mohammadpur,Kamlapur,18
Mohammadpur,Kashem Pur,91
Mohammadpur,Khilgaon Khidma Hospital,32
Mohammadpur,Khilgaon Railgate,28
Mohammadpur,Khilkhet,35
Mohammadpur,Konabari,100
Mohammadpur,Kuril Bishwaroad,34
Mohammadpur,Madanpur,53
Mohammadpur,Meradiya (New Road),52
Mohammadpur,Meradiya Bazar,35
Mohammadpur,Middle Badda,28
Mohammadpur,Mirpur-1,13
Mohammadpur,Moghbazar,15
Mohammadpur,Mohakhali,17
Mohammadpur,Motijhil,10
Mohammadpur,Mouchak,40
Mohammadpur,Mugda,22
Mohammadpur,Nabinagar,47
Mohammadpur,Narsha,33
Mohammadpur,Narsimhpur,80
Mohammadpur,New Airport,42
Mohammadpur,New Market,10
Mohammadpur,Nilkhet,12
Mohammadpur,Notun Bazar,29
Mohammadpur,Press Club,22
Mohammadpur,Rajlakhi,46
Mohammadpur,Rampura,26
Mohammadpur,Rampura (Bonshree),46
Mohammadpur,Rayerbag,35
Mohammadpur,Savar,21
Mohammadpur,Science Lab,20
Mohammadpur,Shahali Majar,22
Mohammadpur,Shahbag,21
Mohammadpur,Shahbagh,22
Mohammadpur,Shankor,10
